Title,Category
Beyond the Gates,"Adventure,Horror"
Her,"Drama,Romance,Sci-Fi"
Frozen,"Animation,Adventure,Comedy"
Tomorrowland,"Action,Adventure,Family"
Dawn of the Planet of the Apes,"Action,Adventure,Drama"
Tropic Thunder,"Action,Comedy"
The Conjuring 2,"Horror,Mystery,Thriller"
Ant-Man,"Action,Adventure,Comedy"
Bridget Jones's Baby,"Comedy,Romance"
The VVitch: A New-England Folktale,"Horror,Mystery"
Cinderella,"Drama,Family,Fantasy"
Realive,Sci-Fi
Forushande,"Drama,Thriller"
Love,"Drama,Romance"
Billy Lynn's Long Halftime Walk,"Drama,War"
Crimson Peak,"Drama,Fantasy,Horror"
Drive,"Crime,Drama"
Trainwreck,"Comedy,Drama,Romance"
The Light Between Oceans,"Drama,Romance"
Below Her Mouth,Drama
Spotlight,"Crime,Drama,History"
Morgan,"Horror,Sci-Fi,Thriller"
Warrior,"Action,Drama,Sport"
Captain America: The First Avenger,"Action,Adventure,Sci-Fi"
Hacker,"Crime,Drama,Thriller"
Into the Wild,"Adventure,Biography,Drama"
The Imitation Game,"Biography,Drama,Thriller"
Central Intelligence,"Action,Comedy,Crime"
Edge of Tomorrow,"Action,Adventure,Sci-Fi"
A Cure for Wellness,"Drama,Fantasy,Horror"
Snowden,"Biography,Drama,Thriller"
Iron Man,"Action,Adventure,Sci-Fi"
Allegiant,"Action,Adventure,Mystery"
X: First Class,"Action,Adventure,Sci-Fi"
Raw (II),"Drama,Horror"
Paterson,"Comedy,Drama,Romance"
Bridesmaids,"Comedy,Romance"
The Girl with All the Gifts,"Drama,Horror,Thriller"
San Andreas,"Action,Adventure,Drama"
Spring Breakers,Drama
Transformers,"Action,Adventure,Sci-Fi"
Old Boy,"Action,Drama,Mystery"
Thor: The Dark World,"Action,Adventure,Fantasy"
Gods of Egypt,"Action,Adventure,Fantasy"
Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi"
Monster Trucks,"Action,Adventure,Comedy"
A Dark Song,"Drama,Horror"
Kick-Ass,"Action,Comedy"
Hardcore Henry,"Action,Adventure,Sci-Fi"
Cars,"Animation,Adventure,Comedy"
It Follows,"Horror,Mystery"
The Girl with the Dragon Tattoo,"Crime,Drama,Mystery"
We're the Millers,"Comedy,Crime"
American Honey,Drama
The Lobster,"Comedy,Drama,Romance"
Predators,"Action,Adventure,Sci-Fi"
Maleficent,"Action,Adventure,Family"
Rupture,"Horror,Sci-Fi,Thriller"
Pan's Labyrinth,"Drama,Fantasy,War"
A Kind of Murder,"Crime,Drama,Thriller"
Apocalypto,"Action,Adventure,Drama"
Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller"
The Huntsman: Winter's War,"Action,Adventure,Drama"
The Perks of Being a Wallflower,"Drama,Romance"
Jackie,"Biography,Drama,History"
The Disappointments Room,"Drama,Horror,Thriller"
The Grand Budapest Hotel,"Adventure,Comedy,Drama"
The Host,"Action,Adventure,Romance"
Fury,"Action,Drama,War"
Inside Out,"Animation,Adventure,Comedy"
Rock Dog,"Animation,Adventure,Comedy"
Terminator Genisys,"Action,Adventure,Sci-Fi"
Percy Jackson & the Olympians: The Lightning Thief,"Adventure,Family,Fantasy"
Les Misérables,"Drama,Musical,Romance"
Children of Men,"Drama,Sci-Fi,Thriller"
20th Century Women,"Comedy,Drama"
Spy,"Action,Comedy,Crime"
The Intouchables,"Biography,Comedy,Drama"
Bonjour Anne,"Comedy,Drama,Romance"
Kynodontas,"Drama,Thriller"
Straight Outta Compton,"Biography,Drama,History"
The Amazing Spider-Man 2,"Action,Adventure,Sci-Fi"
The Conjuring,"Horror,Mystery,Thriller"
The Hangover,Comedy
Battleship,"Action,Adventure,Sci-Fi"
Rise of the Planet of the Apes,"Action,Drama,Sci-Fi"
Lights Out,Horror
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"Drama,Thriller"
Birdman or (The Unexpected Virtue of Ignorance),"Comedy,Drama,Romance"
Black Swan,"Drama,Thriller"
Dear White People,"Comedy,Drama"
Nymphomaniac: Vol. I,Drama
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy"
Knock Knock,"Drama,Horror,Thriller"
Dirty Grandpa,Comedy
Cloud Atlas,"Drama,Sci-Fi"
X-Men Origins: Wolverine,"Action,Adventure,Sci-Fi"
Satanic,Horror
Skyfall,"Action,Adventure,Thriller"
The Hobbit: An Unexpected Journey,"Adventure,Fantasy"
21 Jump Street,"Action,Comedy,Crime"
Sing Street,"Comedy,Drama,Music"
Ballerina,"Animation,Adventure,Comedy"
Oblivion,"Action,Adventure,Mystery"
22 Jump Street,"Action,Comedy,Crime"
Zodiac,"Crime,Drama,History"
Everybody Wants Some!!,Comedy
Iron Man Three,"Action,Adventure,Sci-Fi"
Now You See Me,"Crime,Mystery,Thriller"
Sherlock Holmes,"Action,Adventure,Crime"
Death Proof,Thriller
The Danish Girl,"Biography,Drama,Romance"
Hercules,"Action,Adventure"
Sucker Punch,"Action,Fantasy"
Keeping Up with the Joneses,"Action,Comedy"
Jupiter Ascending,"Action,Adventure,Sci-Fi"
Masterminds,"Action,Comedy,Crime"
Iris,Thriller
Busanhaeng,"Action,Drama,Horror"
Pitch Perfect,"Comedy,Music,Romance"
Neighbors 2: Sorority Rising,Comedy
The Exception,Drama
Man of Steel,"Action,Adventure,Fantasy"
The Choice,"Drama,Romance"
Ice Age: Collision Course,"Animation,Adventure,Comedy"
The Devil Wears Prada,"Comedy,Drama"
The Infiltrator,"Biography,Crime,Drama"
There Will Be Blood,"Drama,History"
The Equalizer,"Action,Crime,Thriller"
Lone Survivor,"Action,Biography,Drama"
The Cabin in the Woods,Horror
The House Bunny,"Comedy,Romance"
She's Out of My League,"Comedy,Romance"
Inherent Vice,"Comedy,Crime,Drama"
Alice Through the Looking Glass,"Adventure,Family,Fantasy"
Vincent N Roxxy,"Crime,Drama,Thriller"
The Fast and the Furious: Tokyo Drift,"Action,Crime,Thriller"
How to Be Single,"Comedy,Romance"
The Blind Side,"Biography,Drama,Sport"
La vie d'Adèle,"Drama,Romance"
The Babadook,"Drama,Horror"
The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy"
Harry Potter and the Order of the Phoenix,"Adventure,Family,Fantasy"
Snowpiercer,"Action,Drama,Sci-Fi"
The 5th Wave,"Action,Adventure,Sci-Fi"
The Stakelander,"Action,Horror"
The Visit,"Comedy,Horror,Thriller"
Fast Five,"Action,Crime,Thriller"
Step Up,"Crime,Drama,Music"
Lovesong,Drama
RocknRolla,"Action,Crime,Thriller"
In Time,"Action,Sci-Fi,Thriller"
The Social Network,"Biography,Drama"
The Last Witch Hunter,"Action,Adventure,Fantasy"
Victor Frankenstein,"Drama,Horror,Sci-Fi"
A Street Cat Named Bob,"Biography,Comedy,Drama"
Green Room,"Crime,Horror,Thriller"
Blackhat,"Crime,Drama,Mystery"
Storks,"Animation,Adventure,Comedy"
American Sniper,"Action,Biography,Drama"
Dallas Buyers Club,"Biography,Drama"
Lincoln,"Biography,Drama,History"
Rush,"Action,Biography,Drama"
Before I Wake,"Drama,Fantasy,Horror"
Silver Linings Playbook,"Comedy,Drama,Romance"
Tracktown,"Drama,Sport"
The Fault in Our Stars,"Drama,Romance"
Blended,"Comedy,Romance"
Fast & Furious,"Action,Crime,Thriller"
Looper,"Action,Crime,Drama"
White House Down,"Action,Drama,Thriller"
Pete's Dragon,"Adventure,Family,Fantasy"
Spider-Man 3,"Action,Adventure"
The Three Musketeers,"Action,Adventure,Romance"
Stardust,"Adventure,Family,Fantasy"
American Hustle,"Crime,Drama"
Jennifer's Body,"Comedy,Horror"
Midnight in Paris,"Comedy,Fantasy,Romance"
Lady Macbeth,Drama
Joy,Drama
The Dressmaker,"Comedy,Drama"
Cafe Society,"Comedy,Drama,Romance"
Insurgent,"Adventure,Sci-Fi,Thriller"
Seventh Son,"Action,Adventure,Fantasy"
Demain tout commence,"Comedy,Drama"
The Theory of Everything,"Biography,Drama,Romance"
This Is the End,"Comedy,Fantasy"
About Time,"Comedy,Drama,Fantasy"
Step Brothers,Comedy
Clown,"Horror,Thriller"
Star Trek Into Darkness,"Action,Adventure,Sci-Fi"
Zombieland,"Adventure,Comedy,Horror"
"Hail, Caesar!","Comedy,Mystery"
Slumdog Millionaire,Drama
The Twilight Saga: Breaking Dawn - Part 2,"Adventure,Drama,Fantasy"
American Wrestler: The Wizard,"Drama,Sport"
The Amazing Spider-Man,"Action,Adventure"
Ben-Hur,"Action,Adventure,Drama"
Sleight,"Action,Drama,Sci-Fi"
The Maze Runner,"Action,Mystery,Sci-Fi"
Criminal,"Action,Crime,Drama"
Wanted,"Action,Crime,Fantasy"
Florence Foster Jenkins,"Biography,Comedy,Drama"
Collide,"Action,Crime,Thriller"
Black Mass,"Biography,Crime,Drama"
Creed,"Drama,Sport"
Swiss Army Man,"Adventure,Comedy,Drama"
The Expendables 3,"Action,Adventure,Thriller"
What We Do in the Shadows,"Comedy,Fantasy,Horror"
Southpaw,"Drama,Sport"
Hush,"Horror,Thriller"
Bridge of Spies,"Drama,History,Thriller"
The Lego Movie,"Animation,Action,Adventure"
Everest,"Action,Adventure,Drama"
Pixels,"Action,Comedy,Family"
Robin Hood,"Action,Adventure,Drama"
The Wolverine,"Action,Adventure,Sci-Fi"
John Carter,"Action,Adventure,Sci-Fi"
Keanu,"Action,Comedy"
The Gunman,"Action,Crime,Drama"
Steve Jobs,"Biography,Drama"
Whisky Galore,"Comedy,Romance"
Grown Ups 2,Comedy
The Age of Adaline,"Drama,Fantasy,Romance"
The Incredible Hulk,"Action,Adventure,Sci-Fi"
Couples Retreat,Comedy
Absolutely Anything,"Comedy,Sci-Fi"
Magic Mike,"Comedy,Drama"
Minions,"Animation,Action,Adventure"
The Black Room,Horror
Bronson,"Action,Biography,Crime"
Despicable Me,"Animation,Adventure,Comedy"
The Best of Me,"Drama,Romance"
The Invitation,"Drama,Mystery,Thriller"
Zero Dark Thirty,"Drama,History,Thriller"
Tangled,"Animation,Adventure,Comedy"
The Hunger Games: Mockingjay - Part 2,"Action,Adventure,Sci-Fi"
Vacation,"Adventure,Comedy"
Taken,"Action,Thriller"
Pitch Perfect 2,"Comedy,Music"
Monsters University,"Animation,Adventure,Comedy"
Elle,"Crime,Drama,Thriller"
Mechanic: Resurrection,"Action,Adventure,Crime"
Tusk,"Comedy,Drama,Horror"
The Headhunter's Calling,Drama
Atonement,"Drama,Mystery,Romance"
Harry Potter and the Deathly Hallows: Part 1,"Adventure,Family,Fantasy"
Shame,Drama
Hanna,"Action,Drama,Thriller"
The Babysitters,Drama
Pride and Prejudice and Zombies,"Action,Horror,Romance"
300: Rise of an Empire,"Action,Drama,Fantasy"
London Has Fallen,"Action,Crime,Drama"
The Curious Case of Benjamin Button,"Drama,Fantasy,Romance"
Sin City: A Dame to Kill For,"Action,Crime,Thriller"
The Bourne Ultimatum,"Action,Mystery,Thriller"
Srpski film,"Horror,Mystery,Thriller"
The Purge: Election Year,"Action,Horror,Sci-Fi"
3 Idiots,"Comedy,Drama"
Zoolander 2,Comedy
World War Z,"Action,Adventure,Horror"
Mission: Impossible - Ghost Protocol,"Action,Adventure,Thriller"
Let Me Make You a Martyr,"Action,Crime,Drama"
Filth,"Comedy,Crime,Drama"
The Longest Ride,"Drama,Romance"
The imposible,"Drama,Thriller"
Kick-Ass 2,"Action,Comedy,Crime"
Folk Hero & Funny Guy,Comedy
Oz the Great and Powerful,"Adventure,Family,Fantasy"
Brooklyn,"Drama,Romance"
Coraline,"Animation,Family,Fantasy"
Blue Valentine,"Drama,Romance"
The Thinning,Thriller
Silent Hill,"Adventure,Horror,Mystery"
Dredd,"Action,Sci-Fi"
Hunt for the Wilderpeople,"Adventure,Comedy,Drama"
Big Hero 6,"Animation,Action,Adventure"
Carrie,"Drama,Horror"
Iron Man 2,"Action,Adventure,Sci-Fi"
Demolition,"Comedy,Drama"
Pandorum,"Action,Horror,Mystery"
Olympus Has Fallen,"Action,Thriller"
I Am Number Four,"Action,Adventure,Sci-Fi"
Jagten,Drama
The Proposal,"Comedy,Drama,Romance"
Get Hard,"Comedy,Crime"
Just Go with It,"Comedy,Romance"
Revolutionary Road,"Drama,Romance"
The Town,"Crime,Drama,Thriller"
The Boy,"Horror,Mystery,Thriller"
Denial,"Biography,Drama"
Predestination,"Drama,Mystery,Sci-Fi"
Goosebumps,"Adventure,Comedy,Family"
Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime"
Salt,"Action,Crime,Mystery"
Enemy,"Mystery,Thriller"
District 9,"Action,Sci-Fi,Thriller"
The Other Guys,"Action,Comedy,Crime"
American Gangster,"Biography,Crime,Drama"
Marie Antoinette,"Biography,Drama,History"
2012,"Action,Adventure,Sci-Fi"
Harry Potter and the Half-Blood Prince,"Adventure,Family,Fantasy"
Argo,"Biography,Drama,History"
Eddie the Eagle,"Biography,Comedy,Drama"
The Lives of Others,"Drama,Thriller"
Pet,"Horror,Thriller"
Paint It Black,Drama
Macbeth,"Drama,War"
Forgetting Sarah Marshall,"Comedy,Drama,Romance"
The Giver,"Drama,Romance,Sci-Fi"
Triple 9,"Action,Crime,Drama"
Perfetti sconosciuti,"Comedy,Drama"
Angry Birds,"Animation,Action,Adventure"
Moonrise Kingdom,"Adventure,Comedy,Drama"
Hairspray,"Comedy,Drama,Family"
Safe Haven,"Drama,Romance,Thriller"
Focus,"Comedy,Crime,Drama"
Ratatouille,"Animation,Comedy,Family"
Stake Land,"Drama,Horror,Sci-Fi"
The Book of Eli,"Action,Adventure,Drama"
Cloverfield,"Action,Horror,Sci-Fi"
Point Break,"Action,Crime,Sport"
Under the Skin,"Drama,Horror,Sci-Fi"
I Am Legend,"Drama,Horror,Sci-Fi"
Men in Black 3,"Action,Adventure,Comedy"
Super 8,"Mystery,Sci-Fi,Thriller"
Law Abiding Citizen,"Crime,Drama,Thriller"
Up,"Animation,Adventure,Comedy"
Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller"
Carol,"Drama,Romance"
Imperium,"Crime,Drama,Thriller"
Youth,"Comedy,Drama,Music"
Mr. Nobody,"Drama,Fantasy,Romance"
City of Tiny Lights,"Crime,Drama,Thriller"
Savages,"Crime,Drama,Thriller"
(500) Days of Summer,"Comedy,Drama,Romance"
Movie 43,"Comedy,Romance"
Gravity,"Drama,Sci-Fi,Thriller"
The Boy in the Striped Pyjamas,"Drama,War"
Shooter,"Action,Crime,Drama"
The Happening,"Sci-Fi,Thriller"
Bone Tomahawk,"Adventure,Drama,Horror"
Magic Mike XXL,"Comedy,Drama,Music"
Easy A,"Comedy,Drama,Romance"
Exodus: Gods and Kings,"Action,Adventure,Drama"
Chappie,"Action,Crime,Drama"
The Hobbit: The Desolation of Smaug,"Adventure,Fantasy"
Half of a Yellow Sun,"Drama,Romance"
Anthropoid,"Biography,History,Thriller"
The Counselor,"Crime,Drama,Thriller"
Viking,"Action,Drama,History"
Whiskey Tango Foxtrot,"Biography,Comedy,Drama"
Trust,"Crime,Drama,Thriller"
Birth of the Dragon,"Action,Biography,Drama"
Elysium,"Action,Drama,Sci-Fi"
The Green Inferno,"Adventure,Horror"
Godzilla,"Action,Adventure,Sci-Fi"
The Bourne Legacy,"Action,Adventure,Mystery"
A Good Year,"Comedy,Drama,Romance"
Friend Request,"Horror,Thriller"
Deja Vu,"Action,Sci-Fi,Thriller"
Lucy,"Action,Sci-Fi,Thriller"
A Quiet Passion,"Biography,Drama"
Need for Speed,"Action,Crime,Drama"
Jack Reacher,"Action,Crime,Mystery"
The Do-Over,"Action,Adventure,Comedy"
True Crimes,"Crime,Drama,Thriller"
American Pastoral,"Crime,Drama"
The Ghost Writer,"Mystery,Thriller"
Limitless,"Mystery,Sci-Fi,Thriller"
Spectral,"Action,Mystery,Sci-Fi"
P.S. I Love You,"Drama,Romance"
Zipper,"Drama,Thriller"
Midnight Special,"Drama,Mystery,Sci-Fi"
Don't Think Twice,"Comedy,Drama"
Alice in Wonderland,"Adventure,Family,Fantasy"
Chuck,"Biography,Drama,Sport"
"I, Daniel Blake",Drama
The Break-Up,"Comedy,Drama,Romance"
Loving,"Biography,Drama,Romance"
Fantastic Four,"Action,Adventure,Sci-Fi"
The Survivalist,"Drama,Sci-Fi,Thriller"
Colonia,"Drama,Romance,Thriller"
The Boy Next Door,"Mystery,Thriller"
The Gift,"Mystery,Thriller"
Dracula Untold,"Action,Drama,Fantasy"
In the Heart of the Sea,"Action,Adventure,Biography"
Idiocracy,"Adventure,Comedy,Sci-Fi"
The Expendables,"Action,Adventure,Thriller"
Evil Dead,"Fantasy,Horror"
Sinister,"Horror,Mystery"
Wreck-It Ralph,"Animation,Adventure,Comedy"
Snow White and the Huntsman,"Action,Adventure,Drama"
Pan,"Adventure,Family,Fantasy"
Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi"
Juno,"Comedy,Drama"
A Hologram for the King,"Comedy,Drama"
Money Monster,"Crime,Drama,Thriller"
The Other Woman,"Comedy,Romance"
Enchanted,"Animation,Comedy,Family"
The Intern,"Comedy,Drama"
Little Miss Sunshine,"Comedy,Drama"
Bleed for This,"Biography,Drama,Sport"
Clash of the Titans,"Action,Adventure,Fantasy"
The Finest Hours,"Action,Drama,History"
Tron,"Action,Adventure,Sci-Fi"
The Hunger Games: Catching Fire,"Action,Adventure,Mystery"
All Good Things,"Crime,Drama,Mystery"
Kickboxer: Vengeance,Action
The Last Airbender,"Action,Adventure,Family"
Sex Tape,"Comedy,Romance"
What to Expect When You're Expecting,"Comedy,Drama,Romance"
Moneyball,"Biography,Drama,Sport"
Ghost Rider,"Action,Fantasy,Thriller"
Unbroken,"Biography,Drama,Sport"
Immortals,"Action,Drama,Fantasy"
Sunshine,"Adventure,Sci-Fi,Thriller"
Brave,"Animation,Adventure,Comedy"
Män som hatar kvinnor,"Drama,Mystery,Thriller"
Adoration,"Drama,Romance"
The Drop,"Crime,Drama,Mystery"
She's the Man,"Comedy,Romance,Sport"
Daddy's Home,"Comedy,Family"
Let Me In,"Drama,Horror,Mystery"
Never Back Down,"Action,Drama,Sport"
Grimsby,"Action,Adventure,Comedy"
Moon,"Drama,Mystery,Sci-Fi"
Megamind,"Animation,Action,Comedy"
Gangster Squad,"Action,Crime,Drama"
Blood Father,"Action,Crime,Drama"
He's Just Not That Into You,"Comedy,Drama,Romance"
Kung Fu Panda 3,"Animation,Action,Adventure"
The Rise of the Krays,"Crime,Drama"
Handsome Devil,Drama
Winter's Bone,Drama
Horrible Bosses,"Comedy,Crime"
Mommy,Drama
Hellboy II: The Golden Army,"Action,Adventure,Fantasy"
Beautiful Creatures,"Drama,Fantasy,Romance"
Toni Erdmann,"Comedy,Drama"
The Lovely Bones,"Drama,Fantasy,Thriller"
The Assassination of Jesse James by the Coward Robert Ford,"Biography,Crime,Drama"
Don Jon,"Comedy,Drama,Romance"
Bastille Day,"Action,Crime,Drama"
2307: Winter's Dream,Sci-Fi
Free State of Jones,"Action,Biography,Drama"
Mr. Right,"Action,Comedy,Romance"
The Secret Life of Walter Mitty,"Adventure,Comedy,Drama"
Dope,"Comedy,Crime,Drama"
Underworld Awakening,"Action,Fantasy,Horror"
Antichrist,"Drama,Horror"
Friday the 13th,Horror
Taken 3,"Action,Thriller"
Total Recall,"Action,Adventure,Mystery"
X-Men: The Last Stand,"Action,Adventure,Fantasy"
The Escort,"Comedy,Drama,Romance"
The Whole Truth,"Crime,Drama,Mystery"
Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family"
Love & Other Drugs,"Comedy,Drama,Romance"
The Interview,Comedy
The Host,"Comedy,Drama,Horror"
Megan Is Missing,"Drama,Horror,Thriller"
WALL-E,"Animation,Adventure,Family"
Knocked Up,"Comedy,Romance"
Source Code,"Mystery,Romance,Sci-Fi"
Lawless,"Crime,Drama"
Unfriended,"Drama,Horror,Mystery"
American Reunion,Comedy
The Pursuit of Happyness,"Biography,Drama"
Relatos salvajes,"Comedy,Drama,Thriller"
The Ridiculous 6,"Comedy,Western"
Frantz,"Drama,History,War"
Viral,"Drama,Horror,Sci-Fi"
Gran Torino,Drama
Burnt,"Comedy,Drama"
Tall Men,"Fantasy,Horror,Thriller"
Sleeping Beauty,"Drama,Romance"
Vampire Academy,"Action,Comedy,Fantasy"
